artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Nik Kershaw,Human Racing,Wouldn't It Be Good,65.0,277053.0,False,0.655,0.705,2.0,-8.529,0.0,0.0285,0.169,0.0139,0.0698,0.749,97.007,4.0,synth-pop
Led Zeppelin,Led Zeppelin III (Remaster),Immigrant Song - Remaster,78.0,146250.0,False,0.564,0.932,11.0,-10.068,1.0,0.0554,0.013,0.169,0.349,0.619,112.937,4.0,hard-rock
YUNGBLUD,fleabag,fleabag,62.0,176988.0,False,0.236,0.918,2.0,-4.503,1.0,0.0998,0.000104,0.0178,0.294,0.312,98.46,4.0,british
Kevin McKay;Lee Cabrera;Bleech,Summer Of Love,Gimme Gimme (feat. Bleech) - Club Mix,62.0,210476.0,False,0.716,0.912,2.0,-4.7,0.0,0.034,0.00426,0.00112,0.0848,0.52,126.008,4.0,disco
Arctic Monkeys,Humbug,Cornerstone,68.0,197973.0,False,0.287,0.721,9.0,-5.81,1.0,0.0387,0.00764,0.0,0.328,0.763,169.252,4.0,garage
Supertramp,Breakfast In America (Deluxe Edition),Breakfast In America - 2010 Remastered,72.0,159346.0,False,0.532,0.663,0.0,-5.886,0.0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,4.0,piano
Imran Khan,Amplifier,Amplifier,70.0,232906.0,False,0.727,0.714,2.0,-4.494,1.0,0.0872,0.0209,0.0,0.153,0.618,164.003,4.0,hip-hop
CHIC,C'est Chic (2018 Remaster),Le Freak - 2018 Remaster,66.0,331360.0,False,0.91,0.641,7.0,-11.316,1.0,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4.0,disco
OneRepublic,Native,Love Runs Out,65.0,224226.0,False,0.719,0.935,7.0,-3.752,1.0,0.0589,0.167,0.0,0.0973,0.738,120.022,4.0,piano
Radiohead,OK Computer,Karma Police,76.0,264066.0,False,0.36,0.501,7.0,-9.129,1.0,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,4.0,alt-rock
Clinton Kane,Fix It to Break It,Fix It to Break It,64.0,198798.0,False,0.493,0.461,2.0,-8.524,1.0,0.0456,0.845,0.0,0.115,0.35,51.414,4.0,singer-songwriter
Martin Garrix;Bebe Rexha,In the Name of Love,In the Name of Love,79.0,195706.0,False,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,4.0,dance
Varien;Andrew Zink,Can You Feel My Heart,Can You Feel My Heart,63.0,232200.0,False,0.258,0.747,4.0,-4.857,0.0,0.0417,0.00689,1.2e-06,0.37,0.321,120.619,4.0,chill
Glass Animals;iann dior,Heat Waves (with iann dior),Heat Waves (with iann dior),62.0,175301.0,False,0.655,0.716,8.0,-5.077,0.0,0.0897,0.476,0.0,0.479,0.521,80.813,4.0,indie-pop
Dinah Washington,What A Diff'rence A Day Makes! (Expanded Edition),What A Diff'rence A Day Made,64.0,151866.0,False,0.387,0.117,0.0,-17.803,1.0,0.0299,0.925,0.000171,0.109,0.166,93.575,4.0,blues
Jack Harlow;Tory Lanez;DaBaby;Lil Wayne,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",76.0,227478.0,True,0.904,0.723,11.0,-5.224,0.0,0.26,0.0631,0.0,0.185,0.835,145.013,4.0,k-pop
Village People,YMCA,YMCA - Original Version 1978,70.0,286800.0,False,0.723,0.969,6.0,-4.516,1.0,0.142,0.0643,0.0,0.115,0.728,126.653,4.0,disco
6ix9ine;Anuel AA,DUMMY BOY,MALA,78.0,206550.0,True,0.72,0.825,5.0,-3.627,0.0,0.0424,0.689,0.0,0.103,0.789,100.008,4.0,emo
Dorothy,ROCKISDEAD,Wicked Ones,60.0,172516.0,False,0.587,0.635,5.0,-5.47,1.0,0.0377,0.0353,0.0,0.331,0.591,96.519,4.0,blues
Dillon Francis,Goodies,Goodies,65.0,121904.0,False,0.844,0.865,5.0,-3.73,0.0,0.0431,0.0196,0.00979,0.0978,0.679,126.008,4.0,electronic
Adam Jensen,The Mystic,The Mystic,68.0,189600.0,False,0.556,0.72,4.0,-5.132,0.0,0.0415,0.358,0.0,0.146,0.405,125.324,4.0,alt-rock
MEDUZA;Hozier,Tell It To My Heart,Tell It To My Heart,76.0,165524.0,False,0.539,0.715,11.0,-6.639,0.0,0.0595,0.0265,0.0,0.609,0.489,123.854,4.0,edm
Disturbed,Ten Thousand Fists,Stricken,72.0,245226.0,False,0.402,0.969,8.0,-2.825,1.0,0.181,9.14e-05,0.0325,0.225,0.262,173.847,4.0,metal
milet;Aimer;Lilas Ikuta,おもかげ (produced by Vaundy),おもかげ (produced by Vaundy),66.0,188060.0,False,0.488,0.638,8.0,-4.502,1.0,0.058,0.0258,2.24e-05,0.12,0.713,207.906,4.0,j-pop
Status Quo,In The Army Now,In The Army Now,65.0,281746.0,False,0.686,0.722,9.0,-7.094,0.0,0.0233,0.101,3.37e-06,0.11,0.904,104.665,4.0,blues
Yashraj;Dropped Out;Talwiinder,Dhundhala,Dhundhala,63.0,182400.0,False,0.648,0.45,5.0,-9.57,0.0,0.167,0.134,7.31e-05,0.137,0.472,99.932,4.0,hip-hop
Daler Mehndi;Hrishikesh;Neuman;FRANCO;Shazneen Arethna;Samantha;Sunayana,Hanuman Returns,Aasman Ko Chukar,64.0,274081.0,False,0.536,0.438,7.0,-12.894,1.0,0.103,0.119,0.0,0.129,0.127,144.626,4.0,hip-hop
Bennett Coast,Sunsick,Sunsick,64.0,145081.0,False,0.663,0.583,7.0,-9.235,1.0,0.0346,0.411,0.138,0.169,0.58,81.507,4.0,chill
Elvis Presley,Platinum - A Life In Music,Don't Be Cruel,61.0,121960.0,False,0.678,0.494,2.0,-12.941,1.0,0.17,0.78,0.0,0.0737,0.803,84.398,4.0,rock-n-roll
SIX;Natalie Paris,Six: The Musical (Studio Cast Recording),Heart of Stone,60.0,311301.0,False,0.513,0.426,5.0,-8.14,1.0,0.03,0.452,0.0,0.115,0.101,115.196,4.0,show-tunes
Hole,Celebrity Skin,Celebrity Skin,69.0,162666.0,False,0.438,0.905,9.0,-6.161,1.0,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,4.0,grunge
Rahat Fateh Ali Khan,Anjaana Anjaani,Aas Paas Khuda,61.0,319115.0,False,0.556,0.706,5.0,-5.709,1.0,0.0336,0.335,1.8e-06,0.137,0.726,80.008,4.0,pop-film
The Maine;renforshort,Box in a Heart (with renforshort),Box in a Heart (with renforshort),59.0,171063.0,False,0.594,0.468,9.0,-7.559,1.0,0.0256,0.168,0.00113,0.188,0.299,94.14,4.0,punk-rock
Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),Peace Train - Remastered 2021,65.0,253293.0,False,0.594,0.682,0.0,-8.858,1.0,0.0487,0.051,4.56e-05,0.0919,0.76,82.487,4.0,british
Yuvan Shankar Raja;Sadhana Sargam,Manmadhan,Manmadhane Nee,60.0,271339.0,False,0.614,0.77,5.0,-6.622,0.0,0.0574,0.333,0.000144,0.405,0.423,89.91,4.0,k-pop
Michael Schulte,Hold the Rhythm,Falling Apart,70.0,198573.0,False,0.543,0.333,7.0,-9.355,0.0,0.0272,0.824,3.87e-06,0.168,0.261,109.789,4.0,german
ITZY,Not Shy,Not Shy,70.0,177728.0,False,0.776,0.911,2.0,-3.08,0.0,0.131,0.155,2.59e-06,0.268,0.56,101.027,4.0,k-pop
Metallica,St. Anger,St. Anger,62.0,441132.0,True,0.396,0.947,2.0,-2.652,0.0,0.0477,0.00115,0.0179,0.089,0.443,93.043,4.0,hard-rock
blink-182,Enema Of The State,All The Small Things,82.0,167066.0,False,0.434,0.897,0.0,-4.918,1.0,0.0488,0.0103,0.0,0.612,0.684,148.726,4.0,punk-rock
for KING & COUNTRY,Burn The Ships,Burn The Ships,60.0,276400.0,False,0.497,0.542,5.0,-7.398,1.0,0.0315,0.16,1.4e-05,0.084,0.0707,93.57,4.0,world-music
Vance Joy,Dream Your Life Away,Riptide,82.0,204280.0,False,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,4.0,folk
Sam Tinnesz,Babel,Legends Are Made,68.0,169758.0,False,0.553,0.89,0.0,-4.879,1.0,0.0413,0.123,0.0,0.139,0.674,87.871,4.0,alt-rock
Frankie Valli,The Very Best of Frankie Valli & The 4 Seasons,Can't Take My Eyes off You,70.0,203240.0,False,0.575,0.764,4.0,-7.448,1.0,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,4.0,disco
TEMPOREX,Numbers,Numbers,70.0,127972.0,False,0.423,0.332,6.0,-10.761,1.0,0.0288,0.474,0.0,0.0993,0.5,93.958,4.0,garage
Ben E. King,Don't Play That Song (Mono),Stand by Me,80.0,180055.0,False,0.65,0.306,9.0,-9.443,1.0,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4.0,r-n-b
Carrie Underwood,Some Hearts,Before He Cheats,78.0,199946.0,False,0.519,0.749,6.0,-3.318,0.0,0.0405,0.271,0.0,0.119,0.29,147.905,4.0,country
Red Hot Chili Peppers,Return of the Dream Canteen,Fake as Fu@k,66.0,262373.0,True,0.599,0.777,8.0,-6.037,0.0,0.0922,0.0355,0.00301,0.0936,0.401,132.252,4.0,alt-rock
Calvin Harris;Ayah Marar,18 Months,Thinking About You (feat. Ayah Marar),66.0,247933.0,False,0.725,0.874,0.0,-3.715,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,4.0,progressive-house
The Score,ATLAS,Never Going Back,61.0,197680.0,False,0.546,0.619,6.0,-6.09,0.0,0.042,0.0122,0.0,0.0585,0.625,159.982,4.0,alt-rock
Kygo;Gryffin;Calum Scott,Woke Up in Love,Woke Up in Love,80.0,216873.0,False,0.643,0.585,2.0,-5.994,1.0,0.0369,0.225,0.0,0.0927,0.188,106.015,4.0,edm
Super Simple Songs;Noodle & Pals,The Bath Song & More Kids Songs,One Little Finger,62.0,133189.0,False,0.94,0.213,3.0,-10.181,1.0,0.0855,0.418,0.0,0.0893,0.832,133.095,4.0,children
Adele,21.0,Rolling in the Deep,81.0,228093.0,True,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,4.0,british
Paul Young,From Time To Time - The Singles Collection,Love of the Common People,60.0,220733.0,False,0.744,0.609,9.0,-11.202,1.0,0.0758,0.0883,0.0,0.0599,0.893,90.723,4.0,disco
VIBIE;Jasleen Royal;B Praak,Ranjha (Lofi Flip),Ranjha - Lofi Flip,61.0,201600.0,False,0.581,0.432,1.0,-10.701,1.0,0.168,0.799,0.000178,0.0844,0.309,150.185,4.0,indian
Kendji Girac;Soolking,Mi Vida (Edition de Noël),Bebeto,64.0,205400.0,False,0.851,0.712,8.0,-6.135,0.0,0.154,0.462,1.03e-05,0.133,0.891,110.965,4.0,french
Motionless In White,Disguise,Brand New Numb,62.0,222461.0,True,0.566,0.886,0.0,-3.63,1.0,0.0902,0.000348,0.0,0.494,0.619,130.066,4.0,metalcore
KISS,KISS 40,I Was Made For Lovin' You - Single Mix,63.0,241106.0,False,0.708,0.856,9.0,-5.4,1.0,0.0537,0.0287,8.46e-05,0.0727,0.902,128.518,4.0,hard-rock
Labrinth,Euphoria (Original Score from the HBO Series),Still Don't Know My Name,80.0,153294.0,False,0.316,0.63,5.0,-5.963,1.0,0.117,0.471,0.262,0.205,0.313,89.643,1.0,indie-pop
The Beatles,Abbey Road (Remastered),Oh! Darling - Remastered 2009,67.0,207240.0,False,0.422,0.656,4.0,-8.412,1.0,0.0397,0.0126,0.0279,0.268,0.549,173.93,3.0,british
Claire Rosinkranz,Frankenstein,Frankenstein,67.0,202248.0,True,0.826,0.745,2.0,-6.091,1.0,0.141,0.13,1.32e-05,0.178,0.883,119.92,4.0,indie-pop
Killstation,The Two of Us Are Dying,Sarcoma,62.0,134209.0,False,0.547,0.375,6.0,-10.093,1.0,0.0304,0.146,0.0,0.58,0.459,86.94,4.0,emo
Pink Floyd,Wish You Were Here,Shine On You Crazy Diamond (Pts. 1-5),67.0,811077.0,False,0.264,0.294,7.0,-11.941,0.0,0.028,0.772,0.686,0.107,0.0402,137.937,3.0,psych-rock
Shakira;Carlinhos Brown,"The 2014 FIFA World Cup Official Album: One Love, One Rhythm",La La La (Brazil 2014) (feat. Carlinhos Brown),62.0,197680.0,False,0.783,0.806,11.0,-5.449,1.0,0.0763,0.179,0.000113,0.341,0.576,127.98,4.0,latin
Beast In Black,Dark Connection,One Night in Tokyo,62.0,187016.0,False,0.469,0.977,4.0,-5.458,1.0,0.0558,1.25e-05,0.691,0.045,0.727,127.971,4.0,heavy-metal
ENHYPEN,DIMENSION : ANSWER,Polaroid Love,78.0,184601.0,False,0.738,0.67,7.0,-3.766,0.0,0.0439,0.458,0.0,0.361,0.651,138.055,4.0,anime
Afrojack;David Guetta,Hero,Hero,64.0,171840.0,False,0.713,0.772,2.0,-5.032,1.0,0.0313,0.157,0.0,0.153,0.523,125.001,4.0,progressive-house
Oasis,(What's The Story) Morning Glory? [Remastered],Wonderwall - Remastered,78.0,258773.0,False,0.378,0.896,2.0,-4.066,1.0,0.0407,0.000452,0.0,0.194,0.469,174.302,4.0,rock
Van Halen,1984 (Remastered),Jump - 2015 Remaster,78.0,241599.0,False,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,4.0,hard-rock
Sonny Boy Williamson II,More Real Folk Blues,Help Me,60.0,188200.0,False,0.745,0.436,5.0,-9.617,0.0,0.043,0.597,0.0213,0.61,0.771,114.216,4.0,acoustic
James Quinn,A Gentle Sunlight,A Gentle Sunlight,62.0,117625.0,False,0.317,0.0349,8.0,-30.853,1.0,0.037,0.993,0.806,0.117,0.12,74.547,4.0,piano
Lost Frequencies;James Arthur,Questions,Questions,76.0,177156.0,False,0.599,0.713,11.0,-7.008,1.0,0.0542,0.405,2.53e-05,0.266,0.518,123.962,4.0,edm
The Killers,Hot Fuss,Mr. Brightside,86.0,222973.0,False,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,4.0,alt-rock
ABBA,The Album,Take A Chance On Me,74.0,243933.0,False,0.684,0.675,11.0,-8.123,1.0,0.0257,0.163,0.0,0.242,0.924,107.064,4.0,swedish
Dream Note,Waqt Ki Baatein,Waqt Ki Baatein,70.0,243310.0,False,0.556,0.202,4.0,-16.397,1.0,0.0324,0.915,0.0381,0.112,0.2,145.017,3.0,indian
HUGEL;Cumbiafrica,Morenita,Morenita,71.0,176491.0,False,0.639,0.769,1.0,-5.077,1.0,0.0383,0.000701,0.742,0.0553,0.177,123.983,4.0,deep-house
Pearl Jam,Ten,Jeremy,71.0,318226.0,True,0.285,0.846,2.0,-6.472,1.0,0.0438,0.0404,0.0,0.182,0.287,108.808,4.0,grunge
[bsd.u],444.0,French Inhale,61.0,108078.0,False,0.87,0.146,8.0,-11.877,0.0,0.22,0.499,0.941,0.105,0.889,80.087,4.0,chill
ENHYPEN,BORDER : DAY ONE,Let Me In (20 CUBE),66.0,189858.0,False,0.483,0.795,8.0,-4.338,0.0,0.181,0.00258,0.0,0.0912,0.685,171.853,4.0,anime
ZAYN;Sia,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit,79.0,239000.0,False,0.259,0.437,11.0,-6.589,0.0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,4.0,pop
Rammstein,Mutter,Sonne,74.0,272440.0,False,0.51,0.917,4.0,-4.806,0.0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4.0,alt-rock
Zack Tabudlo,Pano,Pano,75.0,254400.0,False,0.375,0.457,3.0,-7.018,1.0,0.0315,0.868,0.0145,0.191,0.415,174.839,3.0,acoustic
Hariharan,Ayan,Pala Pala,60.0,325363.0,False,0.742,0.867,5.0,-7.697,1.0,0.0361,0.134,4.98e-06,0.153,0.757,129.987,4.0,pop-film
"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,83.0,215093.0,False,0.697,0.832,9.0,-7.264,1.0,0.0298,0.168,0.00131,0.269,0.979,125.926,4.0,disco
Wax Tailor,Tales of the Forgotten Melodies,Que Sera,60.0,164093.0,False,0.714,0.721,9.0,-5.049,1.0,0.0783,0.273,0.245,0.174,0.415,83.021,4.0,trip-hop
Melendi;Mau y Ricky,Likes y Cicatrices,La Boca Junta,60.0,228866.0,False,0.662,0.834,11.0,-5.148,1.0,0.0405,0.51,0.0,0.0677,0.751,154.966,4.0,spanish
Rels B,Como Antes,Como Antes,73.0,142576.0,False,0.74,0.428,9.0,-8.458,1.0,0.0959,0.644,1.76e-05,0.117,0.281,84.739,4.0,spanish
Andrea Monet,Reverence,Reverence,61.0,138000.0,False,0.495,0.0495,10.0,-29.144,1.0,0.0358,0.984,0.937,0.102,0.223,61.915,4.0,piano
BTS,"BTS, THE BEST",Film out,62.0,216586.0,False,0.503,0.71,10.0,-6.382,1.0,0.085,0.297,0.0,0.329,0.293,81.932,4.0,k-pop
SHAED;ZAYN,Melt (Deluxe),Trampoline (with ZAYN),67.0,184280.0,False,0.619,0.459,7.0,-5.782,0.0,0.0334,0.56,0.0,0.137,0.498,126.803,4.0,electro
Slipknot,"The End, So Far",The Chapeltown Rag,68.0,289226.0,True,0.538,0.997,8.0,-2.27,1.0,0.205,0.00232,0.00159,0.12,0.0702,95.016,4.0,metal
Michael Jackson,Dangerous,Heal the World,68.0,384306.0,False,0.545,0.485,9.0,-8.045,1.0,0.0485,0.537,1.8e-06,0.104,0.101,80.948,4.0,soul
Yuuri,ドライフラワー,ドライフラワー,67.0,285586.0,False,0.463,0.624,7.0,-5.118,1.0,0.0274,0.426,0.0,0.221,0.521,147.929,4.0,j-pop
ABBA,ABBA Gold,SOS,70.0,201360.0,False,0.393,0.719,5.0,-4.773,1.0,0.0279,0.0629,0.00432,0.219,0.497,124.353,4.0,swedish
Nicki Minaj,Queen Radio: Volume 1,Super Freaky Girl,83.0,170977.0,True,0.951,0.878,2.0,-2.565,1.0,0.211,0.0509,1.61e-05,0.321,0.923,133.014,4.0,dance
Aerosmith,Toys In The Attic,Sweet Emotion,74.0,274133.0,False,0.38,0.76,9.0,-10.961,1.0,0.0378,0.00298,0.0294,0.104,0.491,99.437,4.0,hard-rock
AJ Mitchell;Ava Max,Slow Dance (feat. Ava Max),Slow Dance (feat. Ava Max),64.0,178799.0,False,0.692,0.443,1.0,-5.671,1.0,0.0386,0.214,0.0,0.06,0.363,127.9,4.0,electro
Dept;Ashley Alisha;nobody likes you pat,Spring in Winter,Winter blossom,60.0,168870.0,False,0.501,0.481,10.0,-5.554,1.0,0.0959,0.443,0.0,0.0899,0.446,93.044,4.0,chill
Ellie Goulding,Old But Gold,Lights,66.0,245853.0,False,0.699,0.732,8.0,-6.307,0.0,0.0304,0.0771,0.00198,0.131,0.676,120.028,4.0,edm
Indigo Pool;Mushroom People,Broken Waves,Broken Waves,62.0,146351.0,False,0.638,0.496,10.0,-7.304,1.0,0.0444,0.0952,0.0266,0.125,0.337,105.02,4.0,french
Halsey;SUGA;BTS,Manic,SUGA's Interlude,61.0,138204.0,False,0.55,0.732,0.0,-6.88,1.0,0.105,0.0864,0.0,0.0425,0.246,153.836,4.0,electro
Sidhu Moose Wala;Shooter Kahlon,Satisfy,Satisfy,62.0,280464.0,False,0.683,0.8,5.0,-4.874,0.0,0.168,0.431,0.0,0.357,0.748,172.024,4.0,hip-hop
AP Dhillon;Gurinder Gill;Money Musik;Shinda Kahlon,Not by Chance,Fate,62.0,170666.0,False,0.632,0.761,4.0,-5.958,0.0,0.0865,0.173,0.579,0.113,0.0679,90.006,4.0,hip-hop
Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",I'm Just a Kid,72.0,198333.0,False,0.527,0.834,1.0,-5.531,1.0,0.0447,0.00107,0.000102,0.0993,0.422,110.065,4.0,punk-rock
Ellie Goulding,Halcyon Days,How Long Will I Love You - Bonus Track,66.0,154435.0,False,0.512,0.304,0.0,-9.19,1.0,0.0318,0.295,0.000622,0.118,0.172,126.078,5.0,indie-pop
88GLAM,88GLAM2,Lil Boat,63.0,180813.0,True,0.764,0.672,6.0,-4.274,0.0,0.0655,0.0166,1.06e-06,0.103,0.594,150.021,4.0,soul
Arijit Singh;Asees Kaur,Kesari,Ve Maahi,67.0,223999.0,False,0.65,0.551,0.0,-6.906,1.0,0.0274,0.405,0.0,0.219,0.294,102.934,4.0,pop-film
Topic;Bebe Rexha,Chain My Heart,Chain My Heart,70.0,146880.0,False,0.663,0.849,11.0,-4.462,0.0,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,4.0,edm
Papithbk,EP,Sad Nibba Hours,63.0,150702.0,False,0.745,0.664,11.0,-5.476,0.0,0.235,0.322,0.0,0.851,0.526,121.083,5.0,sad
Disney Peaceful Piano;Disney,Disney Peaceful Piano: Lullaby,A Dream Is a Wish Your Heart Makes,60.0,148953.0,False,0.484,0.0159,3.0,-28.612,1.0,0.0587,0.995,0.935,0.214,0.153,80.243,3.0,disney
Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Addicted,62.0,232066.0,False,0.522,0.751,1.0,-5.46,1.0,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,3.0,punk-rock
Pablo Alborán;David Bisbal;Antonio Carmona;Jesse & Joy;Juanes;Malú;Vanesa Martín;India Martinez;Antonio Orozco;Niña Pastori;Laura Pausini;Abel Pintos;Rozalén;Shakira;Tommy Torres;Manuel Carrasco;Pablo López,+ Es + (El Concierto / En Directo En El Estadio Vicente Calderón / 2017),"Y, ¿Si Fuera Ella? - + Es +",72.0,250000.0,False,0.348,0.536,5.0,-5.76,1.0,0.0313,0.34,0.0,0.209,0.199,150.586,4.0,spanish
John Legend,LEGEND,Wonder Woman,71.0,168562.0,False,0.628,0.476,0.0,-4.947,1.0,0.0352,0.417,0.0,0.121,0.336,147.915,4.0,soul
Oh Wonder,Oh Wonder,Landslide,62.0,208229.0,False,0.624,0.423,1.0,-8.757,1.0,0.0628,0.748,8.18e-05,0.103,0.325,81.299,4.0,indie-pop
Thomas Daniel,What About Us (Acoustic),What About Us - Acoustic,60.0,255510.0,False,0.427,0.229,4.0,-11.564,1.0,0.0364,0.935,7.37e-06,0.0958,0.222,125.195,5.0,acoustic
Sohn Aelia,Uitblinken,Uitblinken,61.0,179789.0,False,0.199,0.0334,0.0,-29.758,1.0,0.0441,0.965,0.942,0.0819,0.0355,64.8,3.0,sleep
Motionless In White,Scoring The End Of The World,Masterpiece,65.0,206648.0,False,0.324,0.863,10.0,-3.716,0.0,0.123,0.000109,0.0,0.311,0.394,177.985,4.0,metalcore
Guns N' Roses,Use Your Illusion II,You Could Be Mine,72.0,343640.0,False,0.35,0.985,10.0,-5.676,0.0,0.122,0.00876,0.551,0.36,0.323,151.007,4.0,hard-rock
Marconi Union,The Ambient Zone Just Music Cafe Vol 4,Weightless,68.0,480106.0,False,0.139,0.22,2.0,-19.974,0.0,0.0324,0.856,0.831,0.17,0.0789,71.432,5.0,ambient
Lil Tjay;Fivio Foreign;Kay Flock,Not In The Mood (feat. Fivio Foreign & Kay Flock),Not In The Mood (feat. Fivio Foreign & Kay Flock),69.0,150475.0,True,0.545,0.82,8.0,-4.489,1.0,0.275,0.0951,0.0,0.29,0.357,141.908,4.0,r-n-b
Nirvana,Nirvana,About A Girl,74.0,166640.0,False,0.409,0.932,11.0,-4.538,0.0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,4.0,alt-rock
Jane's Addiction,Nothing's Shocking,Mountain Song,62.0,242720.0,False,0.324,0.931,9.0,-6.803,1.0,0.0837,0.0155,0.0252,0.277,0.313,82.748,4.0,grunge
Bring Me The Horizon,Sempiternal (Expanded Edition),Shadow Moses,68.0,243320.0,True,0.456,0.985,6.0,-2.949,1.0,0.207,0.000235,0.00368,0.103,0.183,143.006,4.0,metal
I Prevail,Bad Things,Bad Things,62.0,228260.0,False,0.5,0.844,5.0,-5.263,0.0,0.064,0.000791,9.54e-05,0.274,0.141,92.044,4.0,metalcore
Nickelback,Here and Now (Audio Only Version),Lullaby,64.0,228106.0,False,0.508,0.832,11.0,-4.395,1.0,0.032,0.000372,0.0,0.0859,0.404,136.004,4.0,grunge
Guns N' Roses,Appetite For Destruction,Nightrain,64.0,266173.0,True,0.4,0.992,6.0,-6.995,1.0,0.0725,0.107,0.0117,0.179,0.243,149.412,4.0,hard-rock
Nickelback,All the Right Reasons,Photograph,69.0,258920.0,False,0.515,0.876,8.0,-3.756,1.0,0.0292,0.000932,0.000166,0.136,0.385,145.916,4.0,grunge
Apollo Fresh,JoJo Pose,JoJo Pose,66.0,105333.0,True,0.781,0.533,1.0,-9.215,1.0,0.302,0.0366,0.0,0.597,0.326,133.967,4.0,anime
Thirty Seconds To Mars,A Beautiful Lie,The Kill,76.0,231533.0,False,0.179,0.912,4.0,-3.881,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,3.0,grunge
Alexandre Desplat,"Harry Potter and the Deathly Hallows, Pt. 2 (Original Motion Picture Soundtrack)",Lily's Theme,61.0,148813.0,False,0.179,0.048,6.0,-28.663,1.0,0.0469,0.889,0.974,0.0775,0.0278,72.93,4.0,french
Steve Miller Band,Abracadabra,Abracadabra,67.0,308373.0,False,0.791,0.535,9.0,-13.261,0.0,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,4.0,psych-rock
Giacomo Puccini;Luciano Pavarotti;John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,Puccini: Turandot - Highlights,"Turandot, SC 91 / Act III: ""Nessun dorma!""",61.0,177333.0,False,0.212,0.301,2.0,-12.505,1.0,0.0384,0.963,0.0033,0.13,0.0798,84.025,4.0,opera
Zack Tabudlo,Episode,Habang Buhay,69.0,244067.0,False,0.62,0.668,9.0,-5.719,1.0,0.0305,0.088,0.0,0.362,0.183,118.013,4.0,acoustic
Three Days Grace,One-X,Time of Dying,66.0,186373.0,False,0.306,0.873,0.0,-3.668,0.0,0.0567,0.00105,0.0,0.52,0.452,198.387,4.0,alt-rock
Alice In Chains,Black Gives Way To Blue,Check My Brain,61.0,237906.0,False,0.441,0.845,10.0,-3.315,1.0,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,4.0,grunge
prxz;Shiloh Dynasty,Love Wounds,Love Is More Depressing Than Depression,64.0,133267.0,False,0.793,0.215,9.0,-16.636,0.0,0.24,0.733,0.0426,0.143,0.335,100.141,4.0,chill
Pablo Alborán;Aitana;Álvaro De Luna,Llueve sobre mojado,Llueve sobre mojado,65.0,228783.0,False,0.663,0.782,11.0,-4.519,0.0,0.1,0.00153,0.000848,0.121,0.611,145.077,4.0,spanish
Anitta,Versions of Me,Envolver,76.0,193805.0,False,0.812,0.736,4.0,-5.421,0.0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4.0,funk
Yves V;Conor Maynard,Don't Hurt Me (What Is Love),Don't Hurt Me (What Is Love),65.0,157000.0,False,0.758,0.804,11.0,-3.996,1.0,0.0358,0.00308,0.0,0.125,0.614,125.007,4.0,progressive-house
Andra Day,Cheers to the Fall,Rise Up,73.0,253342.0,False,0.398,0.316,1.0,-7.031,1.0,0.0368,0.805,0.0,0.295,0.174,118.582,4.0,soul
Remzcore,Sweater Weather,Sweater Weather,61.0,230389.0,False,0.507,0.985,1.0,-0.181,0.0,0.192,0.0467,0.000394,0.107,0.23,95.0,4.0,french
